id,"name","department","alias","symptom","bodypart","prone_group","related_ill","definition","etiology","clinical_feature",search_index
1294,"妊娠期糖尿病","妇产科","妊娠合并糖尿病","昏迷,酮症酸中毒,死产,糖尿,多尿,多饮,妊娠期血糖高","全身","暂无","昏迷,死胎,高血压,贫血","妊娠合并糖尿病包括糖尿病患者妊娠即糖尿病合并妊娠，以及妊娠期糖尿病。妊娠期糖尿病gestationaldiabetesmellitus，GDM是妊娠期间发现或发病的由不同程度糖耐量异常及糖尿病引起的不同程度的高血糖。根据其定义，该类糖尿病包括妊",NULL,NULL,1003
1295,"水、电解质紊乱伴发的精神障碍","内分泌科、精神病科","no","昏迷,定向力障碍,谵妄,抑郁,恶心,行走时发生腓肠,易激惹,幻觉,昏睡,健忘","全身","暂无","昏迷,腹胀,精神分裂症,贫血伴发的精神,工业中毒所致的,糖代谢异常伴发","各种原因引起的水电解质紊乱在综合医院临床各科经常会遇到。躯体中水分约占60%，脑内水分含量可达75%～80%，水代谢与钠代谢有密切关系，水分不足可引起脱水症，而水分过多则可招致水中毒。电解质高或低，都会出现躯体及精神障碍。",NULL,NULL,0
1296,"巨人症","内分泌科","肢端肥大症","巨阴症,巨指趾,肢体过度肥大,多尿,多饮,甲状腺肿,喉头增大,异常高大,儿童期过度生长","全身","暂无","闭经,高泌乳素血症,甲状腺功能减退,骨质疏松,高血压","系腺垂体分泌生长激素过多所致。青少年因骨骺未闭形成巨人症；青春期后骨骺已融合则形成肢端肥大症；少数青春期起病至成年后继续发展形成巨人症。本病早期形成期，体格、内脏普遍性肥大，垂体前叶功能亢进；晚期衰退期，体力衰退，出现继发性垂体前叶功能减退",NULL,NULL,414
1297,"全身化脓性感染","感染病科","疔疮走黄","腹胀,神志淡漠,关节疼痛,谵妄,脉搏加速,高热,烦躁不安,食欲不振,恶心,呼吸急促","全身","暂无","头晕,腹膜炎,骨髓炎,尿路感染,脑膜炎,心肌炎,头痛,骨折,肺炎,休克","病原菌侵入人体血液回圈，并在其内生长繁殖或产生毒素，引起严重的全身感染症状和中毒症状的情况，统称为全身性感染。而全身化脓性感染往往属于继发，可继发于污染或损伤严重的创伤和各种化脓性感染如大面积烧伤、开放性骨折、弥漫性腹膜炎、胆道或尿路感染等。一般分为败血症",NULL,NULL,0
1298,"人类T淋巴细胞病毒感染","感染科","人类T淋巴细胞白血病病毒感染","瘫痪,腹水,脑膜刺激症状,肝脾肿大,脊髓病变,无力,黏膜损害,门脉高压","全身","暂无","腹水,脾功能亢进,胸腔积液,成人T细胞白血,贫血","人类亲T细胞病毒是致瘤性RNA病毒，属慢病毒亚科，可分为HTLV-Ⅰ型和HTLV-Ⅱ型。近来发现该病毒在人类可引起多种疾病：HTLV-Ⅰ可引起成人T细胞白血病/淋巴瘤、热带痉挛性截瘫/HTLV相关性脊髓病等;HTLV-Ⅱ与T-多毛细胞",NULL,NULL,0
1299,"Castleman病","普外科","巨大淋巴结增生","高热,低热,肝脾肿大,生长缓慢,淋巴结肿大","全身","暂无","风湿性多肌痛,多发性骨髓瘤,原发性巨球蛋白,恶性淋巴瘤,角膜炎,肾病综合征,贫血,艾滋病,浆细胞瘤","Castleman病Castleman’sdisease，CD属原因未明的反应性淋巴结病之一，临床较为少见，以深部或浅表淋巴结显著肿大为特点，部分病例可伴全身症状和或多系统损害，多数病例手术切除肿大的淋巴结后，效果良好。",NULL,NULL,197
1300,"利德尔综合征","心血管内科","假性醛固酮增多症","瘫痪,低血钾,多尿,烦渴多饮,无力,横纹肌溶解,感觉障碍,抽搐","全身","暂无","脱水,原发性高血压,原发性醛固酮增,代谢性碱中毒,瘫痪,心肌梗死,心律失常,头痛,便秘,高血压","利德尔综合征，临床表现为高血压、低血钾、代谢性碱中毒，临床症状像原发性醛固酮增多症，但其血浆醛固酮水平很低，且盐皮质激素受体拮抗药螺内酯对其无效，故又称为假性醛固酮增多症。",NULL,NULL,0
1301,"吉尔伯特综合征","消化内科","体质性肝功能不良","消化不良,黄疸,溶血性黄疸,乏力","全身","暂无","肝肺综合征,非酒精性脂肪肝,肝硬化性肾损害,消化不良,病毒性肝炎,黄疸,肝错构瘤","吉尔伯特综合征又名体质性肝功能不良，遗传性非溶血性高胆红素血症。系先天性非溶血性间接胆红素增高型黄疸。多见于青年男性，可有家族史。",NULL,NULL,18
1302,"糖原贮积病Ⅰ型","内分泌科","Ⅰ型糖原累积病","酮症酸中毒,疲劳,肝脏肿大,齿龈出血,血糖升高,消瘦,无力,乏力","全身","暂无","糖原贮积病Ⅴ型,糖原贮积病Ⅱ型,昏迷,惊厥,小儿糖尿病,高尿酸血症,新生儿肝脾肿大,X综合征","糖原贮积病是由于遗传性糖原代谢障碍，致使糖原在组织内过多沉积而引起的疾病。糖原贮积病Ⅰ型又称VonGeirk病、葡萄糖-6-磷酸酶缺陷症。本病为常染色体隐性遗传，两性均可罹病。主要表现低血糖、肝大、酸中毒、高脂血症、高尿酸血症、高乳酸血症、凝血功能障碍、",NULL,NULL,0
1303,"神经性肌强直","神经内科","伴肌肉松弛障碍的肌颤搐","肢体僵硬感,肢体不自主震颤,肌肉痉挛性疼痛","全身","暂无","糖原贮积病Ⅴ型,僵人综合征,肌阵挛性小脑协","神经性肌强直又称Isaacs综合征、连续性肌纤维活动、伴肌肉松弛障碍的肌颤搐等名称。本病多见于青少年，男女均可患病，部分患者有家族遗传史。",NULL,NULL,0
1304,"放射性肾炎","肾内科","no","蛋白尿,氮质血症,栓塞性肾炎,肾缺血,管型尿,恶心,呼吸急促,疲乏","全身","暂无","蛋白尿,紫癜性肾炎,过敏性紫癜肾炎,过敏性急性小管,狼疮性肾炎,腹泻,高血压","放射性肾炎是大量接受放射性照射之后发生的慢性间质性肾炎，引起发病的照射量常在2500rad以上，属于非炎症性缓慢进行的肾脏疾病，在1952年由Kunkler等发现。青年、单肾切除等病因引起的肾肥大个体、异位肾个体是放射性损伤的易感者。本病最常",NULL,NULL,0
1305,"风湿热","风湿科","急性风湿病","类风湿关节炎,咽喉炎,咽痛,高热,低热,淋巴结肿大,乏力,发热伴关节肿痛,不明原因发热","全身","暂无","咳嗽,风湿性关节炎,风湿性多肌痛,痛风性关节炎,复发性风湿病,急性风湿热肾损,风湿性舞蹈病,风湿性心脏病","风湿热是一种与A组R溶血性链球菌感染有关的全身性结缔组织的非化脓性疾病，曾经是危害学龄儿童及青少年生命和健康的主要疾病之一，可累及心脏、关节、中枢神经系统和皮下组织，但以心脏和关节最为明显，临床表现为心脏炎、环形红斑、关节炎、舞蹈症和皮下结节。病变可呈急性",NULL,NULL,526
1306,"血色病","血液科","古铜色糖尿病","腹膜炎,消化不良,腹痛,肝昏迷,充血,皮肤干燥,睾丸萎缩,肝肿大,肝功能受损,消瘦","全身","暂无","腹膜炎,腹痛,败血症,扩张型心肌病,心肌病,闭经,肝纤维化,遗传性血色病,慢性肾上腺皮质,成人全垂体功能","血色病hemochromatosis，HC又叫遗传性血色病hereditaryhemochromatosis，HHC，HH，属于常见的慢性铁负荷过多疾病，是常染色体隐性遗传疾病;由于肠道铁吸收的不适当增加，导致过多的铁储存于肝脏、心脏和胰腺等实质",NULL,NULL,0
1307,"石棉肺","呼吸内科","石棉沉滞症","咯血,啰音,干咳,气体弥散功能下,发绀,胸痛,气短,呼吸困难,钝痛","全身","暂无","肺胸膜阿米巴病,结核性胸膜炎,咯血,咳嗽,鸡眼,弥漫性胸膜间皮,局限性胸膜间皮","石棉肺是长期吸入石棉粉尘引起的慢性、进行性、弥漫性、不可逆肺间质纤维化、胸膜斑形成和胸膜肥厚，严重损害患者的肺功能，并可使肺、胸膜恶性肿瘤的发生率显著增高。",NULL,NULL,0
1308,"肥大细胞白血病","血液科","组织嗜碱细胞白血病","腹痛,斑疹,黑便,呼吸困难,淋巴结肿大,乏力,出血倾向","全身","暂无","肥大细胞增多症,腹痛,嗜碱性粒细胞白,低血压","肥大细胞白血病mastcellleukemia，MCL又名组织嗜碱细胞白血病，是一种肥大细胞恶性增生所致的克隆性疾病。MCL可由肥大细胞病Ⅱ或Ⅲ型转化而来，也可一开始即为MCL。",NULL,NULL,0
1309,"大肠脂肪瘤","普外科","no","便血,腹痛,里急后重,大便习惯改变,消瘦","腹部","暂无","便血,肠气囊肿,大肠息肉,肠套叠,腹痛,大肠癌,结肠平滑肌瘤,大肠腺瘤,贫血","脂肪瘤在大肠良性肿瘤中仅次于息肉与腺瘤而居于第2位，但实际上脂肪瘤发病少见。",NULL,NULL,0
1310,"遗传性纤维蛋白原缺乏症","血液科","遗传性纤维蛋白原因子Ⅰ缺乏症","凝血功能障碍,凝血因子功能的,内出血","全身","暂无","肾血管性高血压,弥散性血管内凝,遗传性凝血酶原,再生障碍性贫血,遗传性凝血因子","遗传性纤维蛋白原缺乏症包括无纤维蛋白原血症及低纤维蛋白原血症。虽然20%的无纤维蛋白原血症的患者曾发生关节出血，但是，其严重程度和后果都不如血友病患者。接受纤维蛋白原替代治疗的患者中发生血栓性疾病的概率较正常人为高，其机制尚不清楚。除非纤维蛋白原的水平低于",NULL,NULL,0
1311,"肠系膜血管缺血性疾病","肛肠科","no","腹泻,腹痛,结肠梗阻,腹肌紧张,腹部压痛,恶心与呕吐","腹部","暂无","肠系膜上动脉栓,短肠综合征,腹痛,肠梗阻,肠系膜上动脉血,腹泻","肠系膜血管缺血性疾病是一类疾病的总称，是由各种原因引起肠道急性或慢性血流灌注不足、回流受阻所致的肠壁缺血坏死和肠管运动功能障碍的一种综合征。凡全身血液循环动力异常、肠系膜血管病变以及其他全身或局部疾病引起的肠壁缺血，均可引发本病。此病可累及全消化道。但以左",NULL,NULL,0
1312,"高温引起的溶血性贫血","血液科","no","脱水,黄疸,脱水热,褐色尿,弥漫性下腰痛","全身","暂无","脱水,自身免疫性溶血,黄疸,微血管病性溶血,冷抗体型自身免,创伤性心源性溶,贫血","溶血性贫血系指红细胞破坏加速，而骨髓造血功能代偿不足时发生的一类贫血。高温引起溶血性贫血以烧伤为最多见。面积达15%以上的Ⅱ、Ⅲ度烧伤即可引起溶血性贫血。",NULL,NULL,0
1313,"肝棘球蚴病","肝胆外科","肝包虫病","腹痛,腹胀,黄疸,腹水,紫绀,食欲不振,上腹不适,脾肿大,恶心,呼吸困难","腹部","暂无","腹水,肝海绵状血管瘤,阿米巴肝脓肿,咳嗽,腹痛,原发性肝癌,腹胀,黄疸,肝囊肿,肠系膜囊肿","肝棘球蚴病又名肝包虫病，是犬绦虫棘球绦虫的囊状幼虫棘球蚴寄生在肝脏所致的寄生虫病。本病系由细粒棘球蚴E.granulosus、多房性棘球蚴E.multilocularis或泡状棘球蚴E.alveolaris所引起。肝棘球蚴病有两种类型：",NULL,NULL,17
1314,"横结肠扭转","急诊外科","no","便秘,腹胀,呕吐,粪便嵌塞,结肠血管发育不,横结肠下垂,腹痛伴恶心、呕,粪样呕吐物,恶心,肠鸣","腹部","暂无","继发性化脓性腹,腹膜炎,肠套叠,腹胀,肠梗阻,盆腔脓肿,便秘","横结肠扭转是指横结肠襻的扭转，临床少见。常合并于其他先天性畸形。横结肠扭转发病急骤。表现为急性机械性肠梗阻，除上腹阵发性绞痛外有明显的腹胀呕吐比较轻，发生得晚。可无排便排气。",NULL,NULL,0
1315,"小儿肝母细胞瘤","肿瘤科","小儿肝毒细胞瘤","上消化道出血,性早熟,腹痛,腹水,食欲减退,体重减轻,乏力","腹部","暂无","腹水,上消化道出血,腹痛,神经母细胞瘤,肝炎,黄疸,小儿肝衰竭,肝癌,性早熟,贫血","肝母细胞瘤90%以上见于3岁以下，60%为1岁以下的患儿。小儿中此瘤比较常见。肝母细胞瘤是一个上皮的和间质的混合组织。它可以含有纤维组织、肌肉、类骨组织、软骨、造血组织或原始的间质组织。瘤处于肝中可以是孤立的或是",NULL,NULL,0
1316,"淋球菌性腹膜炎","胃肠外科","淋菌性腹膜炎","腹膜炎,腹痛,尿频,脓性分泌物,白带,腹肌紧张,腹膜刺激征,腹部压痛,尿痛,尿急","腹部","暂无","腹膜炎,腹痛,淋球菌感染,脑膜炎,淋病","淋病是指由淋病奈瑟菌Neisseriagonorrhoeae，简称淋球菌引起的各种化脓性感染，是一种经典的常见的性传播疾病。淋球菌的原发性感染部位主要为男性尿道或女性宫颈管内膜，引起泌尿生殖道的化脓性炎症。感染可从男性尿道播散至",NULL,NULL,0
1317,"小肠平滑肌瘤","普外科","no","腹泻,急腹症,腹膜炎,腹痛,腹胀,肠穿孔,胃肠道出血,黑便,腹腔积血,乏力","腹部","暂无","小肠瘘,腹膜炎,肠套叠,腹痛,小肠腺瘤,小肠纤维瘤,小肠扭转,小肠腺癌,小肠血管畸形,小肠异物","小肠平滑肌瘤是最常见的小肠良性肿瘤，源自小肠固有肌层，少数来自黏膜肌层，为一肠壁间肿瘤，在小肠良性肿瘤中其发病率居第二位，仅次于腺瘤。",NULL,NULL,0
1318,"胆囊良性肿瘤","肝胆外科、肿瘤科","胆囊隆起性病变","消化不良,呕吐,食欲减退,腹部压痛,恶心,胆囊壁变薄","腹部","暂无","慢性胰腺炎,肝炎,消化不良,胆囊息肉,颗粒细胞瘤,十二指肠溃疡","胆囊良性肿瘤原属少见病。近年来由于影像诊断技术的发展和应用，尤其是B超技术在胆道外科的普遍应用，胆囊良性肿瘤的检出明显增多。据国内不完全统计，胆囊良性肿瘤占同期胆囊切除病例的4.5%～8.6%。胆囊壁良性肿瘤的命名比较混乱。在既往的文献中，将胆囊良性肿瘤笼",NULL,NULL,0
1319,"膀胱腺癌","泌尿外科","膀胱胶样癌","尿频,移行病变,腺性或囊性膀胱,黏液尿,脐尿管残余,尿痛,尿急,溃疡","腹部","暂无","前列腺增生,膀胱结石,膀胱鳞状细胞癌,前列腺癌,肾结核,宫颈癌","膀胱腺癌是指在整个肿瘤内有腺体样结构。膀胱腺癌又称膀胱胶样癌、膀胱黏液腺癌或膀胱印戒细胞癌。包括原发性膀胱腺癌、脐尿管腺癌和转移性腺癌，其中主要为原发性膀胱腺癌，占膀胱癌的0.9%～2%。",NULL,NULL,0
1320,"十二指肠重复畸形","普外科","十二指肠内囊肿","纳差,腹部不适,消瘦,溃疡","腹部","暂无","囊肿,便血,肠套叠,肾母细胞瘤,黄疸,肠系膜囊肿,腹部肿块","十二指肠重复畸形，亦称十二指肠内囊肿，为突出于肠壁外的球形囊腔。多数黏附于十二指肠后侧或内侧。是临床少内见的十二指肠先天性发育畸形。",NULL,NULL,0
1321,"阑尾炎","普外科","no","腹泻,便秘,中性粒细胞增高,右下腹痛,食欲不振,弥漫性脐周疼痛,恶心与呕吐,持续性发热","腹部","暂无","发烧,急性阑尾炎,阑尾类癌,阑尾肿瘤,阑尾腺癌,小儿急性肠系膜,腹泻,便秘","阑尾炎是指阑尾由于多种因素而形成的炎性改变。它是一种常见病，其预后取决于是否及时的诊断和治疗。早期诊治，病人多可短期内康复，死亡率为0.1%一0.2%；如果延误诊断和治疗可引起严重的并发症，甚至造成死亡。临床上常有右下腹部疼痛",NULL,NULL,4856
1322,"胞痹","中医科、泌尿外科","no","腹胀,尿频,遗尿,排尿不畅,尿急","腹部","暂无","腹胀,前列腺增生,重复膀胱,膀胱炎","膀胱气化功能失常，小腹胀痛，小便不畅之证。指膀胱气化功能减弱，主要病机是肾阳不足。常见于老人、久病体弱患者。症见遗尿、尿急、尿频而清、淋沥不尽，苔薄润，脉细弱等。治宜补肾固脬。",NULL,NULL,0
1323,"嵌顿性腹股沟斜疝","普外科","箝闭疝","便血,腹胀,毒血症,皮肤发红,停止排气,腹股沟区可复性,腹壁切口处有肿,恶心","腹部","暂无","便血,咳嗽,腹膜炎,腹胀,鞘膜积液,隐睾,腹股沟斜疝,休克","嵌顿性腹股沟斜疝又称“箝闭疝”是指腹腔脏器进入疝囊后，由于外环狭窄，不能自行复位而停留在疝囊内，继而发生血液循环障碍，这是腹股沟疝常见的并",NULL,NULL,0
1324,"空鞍综合征","内分泌科","鞍膈缺损","闭经,水肿,意识障碍,恶心,视野缺损,视力障碍,偏盲,垂体功能减退","全身","暂无","囊肿,闭经,小儿空鞍综合征,继发性肾上腺功,上皮样囊肿,高血压,脑脊液鼻漏","空鞍综合征是指蛛网膜下腔疝入垂体窝内，使垂体受压变形及蝶鞍扩大引起的综合征。空鞍综合征一词最早于1949年由Sheehan和Summers曾用于描述产后垂体坏死。以往文献中也有人称之为鞍隔缺损、鞍内蛛网膜囊肿或憩室。女性病人多见，占80%～90%。经产妇常",NULL,NULL,0
1325,"急黄","中医科、消化内科","no","发烧,黄疸,皮肤发黄,谵妄,苔黄腻","腹部","暂无","新生儿黄疸,黄疸,新生儿生理性黄,先天性非溶血性,母乳性黄疸","急黄病是指因温热毒邪深重，燔灼营血所致。证见高热烦渴，溲赤，卒然面目全身发黄，或初不发黄，死后身面发黄者，胸满腹胀，甚则神昏谵语，吐衄，便血，发斑等。",NULL,NULL,0
1326,"胰腺囊腺瘤和囊腺癌","普外科","胰腺囊性肿瘤","腹痛,腹胀,黄疸,肝转移,恶心,生长缓慢","腹部","暂无","腹痛,腹胀,黄疸,平滑肌肉瘤,胰腺假性囊肿,静脉曲张,腹部肿块","胰腺囊性肿瘤包括胰腺囊腺瘤和胰腺囊腺癌，比较少见。1830年，Becourt首次报告了囊腺瘤，1911年，Kaufman报告了囊腺癌。近年来，由于对本病的认识不断提高和影像学检查方法的广泛开展，特别是腹部B超和CT的广泛采用，使胰腺疾病的诊断水平有很大提高",NULL,NULL,0
1327,"肠系膜上动脉血栓形成","血管外科","no","腹泻,急腹症,腹膜炎,高凝状态,粪便量多,恶心,消瘦,体重减轻,钝痛","腹部","暂无","老年人急腹症,肠系膜上动脉栓,肠伤寒穿孔,动脉粥样硬化,腹膜炎,腹痛,胃穿孔,急性胰腺炎,肠梗阻,腹泻","肠系膜上动脉血栓形成多发生于老年人，其形成是在严重动脉硬化性闭塞的基础上逐渐发生的，故起病隐匿。因长期慢性肠系膜动脉缺血导致侧支循环的建立，所以临床上急性缺血症状较轻。但随病",NULL,NULL,0
1328,"共济失调","神经内科","运动失调症","肢体运动不协调,前庭性共济失调,感觉性共济失调,腱反射亢进,步态不稳,强握反射,肌张力减低,感觉障碍,意向性震颤,小脑性共济失调","全身","暂无","髓母细胞瘤,多发脑梗死性痴,锂肾病,小儿共济失调毛,畸胎瘤,高钙血症,囊虫病,老年低温症,老年人分水岭脑,克罗伊茨费尔特","共济失调是指肌力正常的情况下运动的协调障碍。肢体随意运动的幅度及协调发生紊乱，以及不能维持躯体姿势和平衡。但不包括肢体轻度瘫痪时出现的协调障碍、眼肌麻痹所致的随意运动偏斜，视觉障碍所致的随意运动困难以及大脑病变引起的失用症。深感觉、前庭系统、小脑和大脑损害",NULL,NULL,474
1329,"棉子中毒","急诊科","no","惊厥,昏迷,黄疸,心动过缓,四肢麻木,高热,胃肠道出血,肝脏肿大,恶心,血压下降","全身","暂无","含亚硝酸盐类植,昏迷,黄曲霉素中毒,蓖麻子中毒,酒精中毒,腹痛,腹胀,黄疸,便秘","棉子含棉子色素腺体，以棉子酚类色素为主，可引起神经、血液、肝、肾等脏器组织细胞的损害。误服棉子、棉子饼、大量或长期食用未加精制的棉子油内含棉酚高于国家标准多倍均可致棉酚中毒，患者多见于产棉区。",NULL,NULL,0
1330,"维生素B12缺乏所致贫血","营养科","no","营养不良,厌食,嗜睡,恶心,心脏扩大,无力,呆滞,颤抖,反应迟钝","全身","暂无","地中海贫血,溶血性贫血,骨髓痨性贫血,镰状细胞贫血,巨幼细胞性贫血,再生障碍性贫血,贫血","维生素B12缺乏所致贫血是指由于各种原因造成机体内维生素B12缺乏所导致的贫血。叶酸，维生素B12缺乏或某些药物影响核苷酸代谢导致细胞核脱氧核糖核酸合成障碍所致的贫血称巨幼细胞贫血。在我国，叶酸缺乏者多见于陕西、山西、河南等地进",NULL,NULL,0
1331,"风温","中医科","急性外感热病","气急,恶寒","全身","暂无","风寒感冒,肺闭喘咳,风寒犯肺,咳嗽,多发性大动脉炎,热汗","风温是由风热病邪引起的急性外感热病。多发生于春冬季节，起病较急，初起以发热、微恶寒、头痛、咳嗽等肺卫证候为主要特点。其发于冬季的又称冬温。根据好发季节及临床表现，本病与西医的上呼吸道感染、流行性感冒、肺炎等疾病颇为相似。临床上，以上疾病可参考本病辨证治疗。",NULL,NULL,0
1332,"二硫化碳中毒","急诊科","no","昏迷,浅感觉减退或缺,谵妄,呕吐,恶心,腱反射消失,步态不稳,周围神经损害,感觉障碍","全身","暂无","昏迷,苯中毒,脑水肿","二硫化碳为无色易挥发的液体，是工业上应用广泛的化学溶剂，也用于粘胶纤维、四氯化碳、农药生产等。二硫化碳经呼吸道进入人体，也可经皮肤和胃肠道吸收，中毒后出现神经精神症状，严重者出现脑水肿、昏迷、呼吸衰竭、死亡。个别可留有中枢及周围神经损害。慢性中毒主要损害神",NULL,NULL,0
1333,"水合氯醛中毒","急诊科","no","腹泻,胃肠道出血,肝肿大,恶心,昏睡","全身","暂无","昏迷,咖啡因与氨茶碱,腹痛,脑水肿,黄疸,中毒性红斑,中毒性休克综合,中毒性眩晕,中毒性肾病,腹泻","水合氯醛是常用的镇静和解痉药，口服或灌肠，单次用量过大或短时间内重复用药过多，均可发生急性中毒。母亲中毒可导致胎儿或乳儿中毒。中毒量吸收后可抑制中枢神经系统、血管运动中枢及心脏等功能并损害肝、肾。",NULL,NULL,0
1334,"镍中毒","急诊科","no","疱疹,丘疹,胸痛,胸闷,气喘,喘息,咳痰,嗅觉丧失","全身","暂无","镉中毒,苯中毒,氨气中毒,钡中毒,咳嗽,工业毒物中毒性,苯丙胺中毒,铁中毒,羰基镍中毒","镍中毒主要系吸入镍及其盐类的粉尘引起，临床表现为呼吸系统刺激症状及皮肤损害。工业上镍用于制作各种镍合金、器皿和材料等。长期接触镍工人除有中毒机会外，其癌发生的危险度增加。",NULL,NULL,0
1335,"急性动脉栓塞","心血管内科","no","腹痛,毒血症,剧烈疼痛,高热,大动脉供血障碍,“5P”征,肢体栓塞,间歇性跛行,周围神经损害,寒战","全身","暂无","老年急性动脉栓,下肢静脉血栓形,腹痛,心房颤动,肌病肾病性代谢,下肢交通静脉瓣","急性动脉栓塞是指来自于心脏、近端动脉壁，或者其他来源的栓子随动脉血流冲入并栓塞远端直径较小的分支动脉，继而引起此动脉供血脏器或肢体的缺血坏死，多见于下肢，严重者将最终导致截肢。",NULL,NULL,0
1336,"中枢神经系统白血病","血液科","脑白","颅内压增高,血小板减少,面神经瘫痪,颅内出血,凝血障碍,脊髓出血,颈强直,神志不清,抽搐","全身","暂无","颅内压增高,急性淋巴细胞白,结核性脑膜炎,脑蛛网膜下腔出,幼淋巴细胞白血,小儿白血病,脑猪囊尾蚴病,偏瘫,头痛","中枢神经系统白血病centralnervoussystemleukemia,CNS-L系白血病细胞髓外浸润至蛛网膜或蛛网膜邻近神经组织而产生的临床症状和体征，是白血病的一种常见并发症，对预后有重要影响。",NULL,NULL,0
1337,"高血压病伴发的精神障碍","精神心理科","高血压伴发的精神障碍","痴呆,意识障碍,焦虑,精神障碍,谵妄,注意力不集中,缺乏自控能力,认知功能损害,恐惧,幻觉","全身","暂无","躯体感染伴发的,脑动脉硬化伴发,脑垂体功能异常,吩噻嗪类抗精神,痴呆,高血压,神经衰弱","原发性高血压伴发的精神障碍是血管病伴发的精神障碍中最多见的一种。指患原发性高血压的同时，伴随其出现的精神障碍。原发性高血压伴发的精神障碍主要表现为神经症样综合征，也可出现抑郁综合征、幻觉、",NULL,NULL,0
1338,"诺卡菌病","呼吸内科","奴卡菌病","水肿,头晕,干咳,盗汗,恶心,胸痛,多发性结节,消瘦,神志不清,视力障碍","全身","暂无","真菌性心包炎,肺诺卡菌病,孢子丝菌病,咳嗽,足菌肿","奴卡菌病是由奴卡菌引起的急、慢性、化脓性偶为肉芽肿性疾病。奴卡菌属于放线菌。可发生于任何年龄。但以中年以后为多见。男性约为女性的2倍。肺奴卡菌病约75%的病例侵犯肺部，呈急性或亚急性起病。表现为小叶性或大叶性肺炎，以后趋向于慢性病程，可类似肺结核病表现",NULL,NULL,0
1339,"甲状旁腺功能减退症","内分泌科","甲旁减","腹泻,便秘,腹痛,吞咽困难,腹胀,四肢抽搐,性欲减退,抑郁,低血磷,低钙血症","全身","暂无","小儿甲状旁腺功,假性甲状旁腺功,基底核钙化症,甲状旁腺功能异,妊娠合并甲状旁,低血压,便秘","甲状旁腺功能减退症简称甲旁减，是指甲状旁腺激素分泌减少和或功能障碍的一种临床综合征。在临床上常见的主要有特发性甲旁减、继发性甲旁减、低血镁性甲旁减和新生儿甲旁减，其他少见的包括假性甲旁减、假-假性甲旁减、假性特发性甲旁减等。表现为神经肌肉兴奋",NULL,NULL,0
1340,"致心律失常性右室心肌病","心血管内科","心律失常性右室发育不良","晕厥,心律失常,胆心综合征,右心衰竭,咳嗽性晕厥,猝死,心音异常,心肌冬眠现象,心动过速,体循环淤血","全身","暂无","小儿致心律失常,右心室双出口,晕厥,小儿室性心动过,心律失常,先天性心脏病","致心律失常性右室心肌病arrhythmogenicrightventricularcardiomyopathy，ARVC旧称致心律失常性右室发育不良arrhythmogenicrightventriculardysplasia，ARVD，现以ARV",NULL,NULL,0
1341,"血小板促凝活性异常","血液科","血小板第3因子缺陷症","产后出血,月经量多,拔牙后出血不止,血肿形成","全身","暂无","产后出血,原发性血小板增,血小板减少性紫,药物免疫性血小,血小板无力症,血小板减少症,巨大血小板病,原发性血小板减","血小板促凝活性异常，又称Scott综合征，其特征为单纯血小板促凝活性缺陷。本病呈常染色体隐性遗传，其病因和发病机尚未阐明。",NULL,NULL,0
1342,"曼陀罗中毒","急诊科","莨菪中毒","脑膜炎,昏迷,阵挛,嗜睡,谵妄,躁狂,斑疹,口干,幻听,流泪","全身","暂无","昏迷,氯丙嗪类中毒,猩红热,病毒性脑膜炎,流行性乙型脑炎,脑膜炎","曼陀罗又称疯茄儿，其花称洋金花，是常用的中药之一。误食茄科曼陀罗属植物的种子，浆果或幼苗和莨菪的莨菪根而引起中毒。患者有口干、吞咽困难、声音嘶哑、皮肤干燥、潮红、发热，心跳增快、呼吸加深、血压升高、头痛、头晕、烦操不安等症状。",NULL,NULL,0
1343,"包涵体肌炎与遗传性包涵体肌病","神经内科","散发性包涵体肌炎","吞咽困难,下肢无力,膝、踝反射减退,腱反射消失,感觉障碍","全身","暂无","吞咽困难,多发性肌炎,肌萎缩侧索硬化,进行性脊髓性肌,肢端肥大症性心","包涵体肌炎inclusionbodymyositis，IBM是一种慢性炎症性肌病。其主要病理特点是肌质或肌核内有管状细丝包涵体。1971年Yunis首先使用这一名称。1978年Carpenter对14例IBM的临床病理特点进行了总结，并正式确立了I",NULL,NULL,0
1344,"小儿高黏稠综合征","组织免疫科","小儿Reimann综合征","心力衰竭,眼球震颤,黄疸,头晕,运动失调,肝脾肿大,心动过速,呼吸困难,齿龈出血,呼吸急促","全身","暂无","低血糖,耳鸣,黄疸,鼻出血,真性红细胞增多,相对性红细胞增,听力障碍","高黏稠综合征又称黏稠综合征、紫癜性高球蛋白综合征、Reimann综合征，是血液黏稠度升高引起的病症。本病征是指血细胞比容超过70%以上时，血液的黏稠度急剧上升，引起血液流体动力学抵抗增加，使患儿的红细胞驱动发生困难，所出现的一系列特有的临床表现。",NULL,NULL,0
